hyena_ID,date_sampling,sample_ID.x,module,sub_module,clan,sex,birthdate,age_sampling,age_sampling_cat,litter_size,twin_status,sex_comp,date_reversal1,date_reversal2,type_adoption,genetic_mum_alive,social_rank_genetic_mum,surrogate_mum1_alive,social_rank_surrogate_mum1,surrogate_mum2_alive,social_rank_surrogate_mum2,date_adoption,social_rank_hyena_ID,prey_level,prey_level_imputed,sampling_month,season,total_parasite_load,Ancylostoma_egg_load,Ancylostoma_rich,Cystoisospora_oocyst_load,Cystoisospora_rich,Spirometra_egg_load,Spirometra_rich,Dipylidium_egg_load,Dipylidium_rich..includes.proglotids.visualization.info.,Trichuris_egg_load,Trichuris_rich,Taeniidae_egg_load,Taeniidae_rich,Spirurida_egg_load,Spirurida_rich,Mesocestoides_egg_load,Mesocestoides_rich,other_unidentified_taxa,other_rich,total_parasite_rich,total_parasite_rich_without_other,mucin,IgA,IgG,fGCM,lysozyme,lysozyme_detection,neopterin,neopterin_CV,extract_prepared_neopterin,date_neopterin,time_of_storage_neopterin,sample_ID.y,cortisol,AFR,LRS,age_death,Survival_Ad
M660,6/28/2010,B340,intest_biomes,twins,M,F,4/3/2010,86,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.11,NA,NA,NA,NA,NA,NA,2,2,6,dry,2575,575,1,250,1,1750,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,123.2366613,1818630.007,4574.933914,43.5,0,0,5.355,< 5%,7-Oct-17,7-Oct-20,1096,ES1364,43.5,NA,NA,124,No
M661,8/26/2010,B740,intest_biomes,twins,M,F,5/2/2010,116,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.54,NA,NA,NA,NA,NA,NA,2,2,8,dry,24350,23012.5,1,375,1,550,1,0,1,0,0,0,0,412.5,1,0,0,0,0,5,5,246.3776396,117518.1951,156.3643989,61.851,0,0,3.674,< 5%,21-Jun-17,3-Dec-20,1261,ES1400,61.85,1132,0,1362,Yes
M662,9/1/2010,B783,intest_biomes,twins,M,M,5/2/2010,122,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.54,NA,NA,NA,NA,NA,NA,1,1,9,dry,525,500,1,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,90.847412,7283.076604,52.11209268,14.74,0,0,5.845,< 5%,21-Jun-17,7-Oct-20,1204,ES1406,14.74,NA,NA,NA,Yes
M668,10/20/2010,B1065,intest_biomes,twins,M,F,6/14/2010,128,sampled_as_juvenile,twin,twin_sub,mixed,8/20/2010,NA,no_adoption,mum_alive,0.35,NA,NA,NA,NA,NA,NA,2,2,10,dry,3025,1425,1,0,0,1500,1,0,0,0,0,100,1,0,0,0,0,0,0,3,3,264.0470389,818052.1882,441.0999861,38.822,0,0,12.18,5 - 10%,16-Apr-20,16-Dec-20,244,ES1442,38.82,NA,NA,137,No
M669,10/1/2010,B923,intest_biomes,twins,M,M,6/14/2010,109,sampled_as_juvenile,twin,twin_dom,mixed,8/20/2010,NA,no_adoption,mum_alive,0.35,NA,NA,NA,NA,NA,NA,2,2,10,dry,29675,8325,1,0,0,21325,1,0,1,0,0,0,0,25,1,0,0,0,0,4,4,279.0051783,106612.9644,176.5767485,62.225,0,0,14.95,< 5%,24-Jun-17,7-Oct-20,1201,ES1426,62.23,NA,NA,NA,Yes
M701,7/4/2011,B2714,intest_biomes,twins,M,F,1/10/2011,175,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.07,NA,NA,NA,NA,NA,NA,2,2,7,dry,14273,2923,1,0,0,11225,1,50,1,50,1,0,0,0,0,25,1,0,0,5,5,134.5409164,75007.34856,37.14522463,57.47,0,0,5.395,< 5%,19-Jul-17,27-Jan-21,1288,ES1641,57.47,1387,0,1772,Yes
M701,9/19/2011,B2867,intest_biomes,social_dyn,M,F,1/10/2011,252,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.13,NA,NA,NA,NA,NA,NA,2,2,9,dry,250,0,0,125,1,125,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,50.43767577,317535.1738,3324.086736,52.762,0,0,12.81,< 5%,16-Apr-20,16-Dec-20,244,ES1666,52.76,1387,0,1772,Yes
M701,11/24/2014,B6149,intest_biomes,social_dyn,M,F,1/10/2011,1414,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,2,2,11,wet,375,0,0,0,0,350,1,0,0,25,1,0,0,0,0,0,0,0,0,2,2,72.78007873,83759.39099,445.0625128,47.79,0,0,9.779,< 5%,8-Feb-21,9-Feb-21,1,ES1975,47.79,1387,0,1772,Yes
M702,7/4/2011,B2703,intest_biomes,twins,M,F,1/10/2011,175,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,0.07,NA,NA,NA,NA,NA,NA,2,2,7,dry,1300,50,1,50,1,1175,1,0,0,0,0,0,0,0,0,0,0,25,1,4,3,113.8389463,51877.60908,37.07124889,82.49,0,0,5.149,5 - 10%,19-Jul-17,27-Jan-21,1288,ES1639,82.49,NA,NA,296,No
M706,10/28/2011,B2905,intest_biomes,social_dyn,M,F,2/18/2011,252,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.79,NA,NA,NA,NA,NA,NA,2,2,10,dry,1725,25,1,0,0,1650,1,0,0,0,0,25,1,0,0,25,1,0,0,4,4,70.65850447,85695.2299,652.0927198,12.755,0,0,7.331,< 5%,16-Apr-20,16-Dec-20,244,ES1671,12.76,949,1,NA,Yes
M706,10/29/2015,B7187,intest_biomes,social_dyn,M,F,2/18/2011,1714,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,2,2,10,dry,150,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,25,1,2,1,66.87620569,100485.6642,16.44311443,25.595,0,0,3.709,5 - 10%,7-Oct-17,14-Dec-20,1164,ES2228,25.6,949,1,NA,Yes
M740,11/30/2012,B3543,intest_biomes,twins,M,M,6/28/2012,155,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.23,NA,NA,NA,NA,NA,NA,2,2,11,wet,300,175,1,50,1,0,0,0,0,0,0,50,1,0,0,25,1,0,0,4,4,206.626625,873580.1201,10369.62127,44.87,845.7833,1,13.94,< 5%,16-Apr-20,15-Dec-20,243,ES1785,44.87,NA,NA,NA,No
M744,12/1/2017,B9861,intest_biomes,extreme_ranks,M,F,6/20/2012,1990,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,NA,1,12,wet,125,25,1,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,23.57881561,125092.1618,13.80508038,28.883,0,0,0.8301,< 5%,24-Feb-20,16-Dec-20,296,ES2834,28.88,1132,1,NA,Yes
M746,11/30/2012,B3538,intest_biomes,twins,M,F,6/28/2012,155,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.23,NA,NA,NA,NA,NA,NA,2,2,11,wet,275,0,0,225,1,0,0,0,0,0,0,0,0,0,0,50,2,0,0,2,2,104.3713063,502315.8725,6189.47696,14.125,4279.0106,1,7.886,5 - 10%,16-Apr-20,16-Dec-20,244,ES1784,14.13,1204,0,1988,Yes
M769,10/24/2013,B4345,intest_biomes,twins,M,M,5/14/2013,163,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.24,NA,NA,NA,NA,NA,NA,2,2,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
M784,6/10/2014,B5027,intest_biomes,social_dyn,M,F,9/25/2013,258,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.71,NA,NA,NA,NA,NA,NA,2,2,6,dry,900,650,1,650,1,0,0,50,1,0,0,0,0,0,0,50,1,0,0,4,4,172.7632243,898389.3263,4427.131828,21.99,0,0,3.92,< 5%,16-Apr-20,17-Dec-20,245,ES1916,21.99,1241,0,1585,Yes
M784,9/9/2016,B8149,intest_biomes,social_dyn,M,F,9/25/2013,1080,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,2,2,9,dry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.13256894,256237.6738,14.57649567,28.505,0,0,1.277,< 5%,16-Apr-20,17-Dec-20,245,ES2417,28.51,1241,0,1585,Yes
M787,11/29/2014,B6255,intest_biomes,social_dyn,M,F,10/27/2013,398,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.49,NA,NA,NA,NA,NA,NA,2,2,11,wet,43000,1150,1,1000,1,39275,1,0,0,0,0,25,1,0,0,1550,1,0,0,5,5,135.0033311,644483.6432,33.16757707,40.551,0,0,10.9,< 5%,16-Apr-20,17-Dec-20,245,ES1966,40.55,1095,0,1463,Yes
M787,11/2/2015,B7214,intest_biomes,social_dyn,M,F,10/27/2013,736,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,3,3,11,wet,475,0,0,0,0,400,1,0,0,0,0,0,0,0,0,75,1,0,0,2,2,67.70082937,23515.37512,15.80743731,14.673,0,0,16.94,< 5%,7-Oct-17,14-Dec-20,1164,ES2233,14.67,1095,0,1463,Yes
M791,11/28/2017,B9823,intest_biomes,social_dyn_extreme_ranks,M,F,11/17/2013,1472,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,1,11,wet,900,100,1,775,1,0,0,0,0,0,0,0,0,0,0,25,1,0,0,3,3,45.80945268,120845.561,43.70784122,45.985,0,0,2.904,< 5%,24-Feb-20,16-Dec-20,296,ES2825,45.99,1058,0,NA,Yes
M813,2/16/2015,B6506,intest_biomes,twins,M,F,9/29/2014,140,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,-0.69,NA,NA,NA,NA,NA,NA,2,2,2,wet,100,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,126.7458534,4047315.948,3693.209111,1677.941,0,0,9.24,< 5%,16-Apr-20,17-Dec-20,245,ES2045,1677.94,NA,NA,299,No
M819,2/16/2015,B6501,intest_biomes,twins,M,F,9/29/2014,140,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,-0.69,NA,NA,NA,NA,NA,NA,2,2,2,wet,1050,1050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,102.9994251,611703.3037,7849.72838,83.77,0,0,5.643,< 5%,16-Apr-20,17-Dec-20,245,ES2044,83.77,1606,0,NA,Yes
M887,7/15/2017,B9221,intest_biomes,twins,M,M,4/3/2017,103,sampled_as_juvenile,twin,twin_dom,mixed,8/12/2017,NA,no_adoption,mum_alive,0.33,NA,NA,NA,NA,NA,NA,NA,2,7,dry,1575,1525,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,76.7780743,96143.40693,3.170813214,79.441,0,0,8.831,< 5%,16-Apr-20,17-Dec-20,245,ES2661,79.44,NA,NA,NA,No
M887,12/27/2017,B9996,intest_biomes,twins,M,M,4/3/2017,268,sampled_as_juvenile,twin,twin_dom,mixed,8/12/2017,NA,no_adoption,mum_alive,0.33,NA,NA,NA,NA,NA,NA,NA,1,12,wet,4750,750,1,0,0,3550,1,0,0,0,0,400,1,0,0,50,1,0,0,4,4,48.61185632,76247.56745,1642.90693,20.918,0,0,5.736,< 5%,16-Apr-20,17-Dec-20,245,ES2857,20.92,NA,NA,NA,No
M903,3/1/2018,C129,intest_biomes,twins,M,M,8/21/2017,192,sampled_as_juvenile,twin,twin_dom,MM,NA,NA,no_adoption,mum_alive,-0.68,NA,NA,NA,NA,NA,NA,NA,3,3,wet,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,1,1,42.79185535,41237.41621,49.50827988,25.82,0,0,9.385,< 5%,16-Apr-20,17-Dec-20,245,ES2885,25.82,NA,NA,NA,Yes
P316,10/13/2010,B1008,intest_biomes,adoptions,P,F,7/27/1999,4096,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,2,2,10,dry,1675,1575,1,0,0,0,0,0,0,0,0,50,1,0,0,0,0,50,1,3,2,425.5989917,960.4016888,78.52094083,52.065,0,0,4.606,< 5%,7-Oct-17,14-Dec-20,1164,ES1436,52.07,1424,1,5414,Yes
P423,11/14/2009,X8770,intest_biomes,adoptions,P,F,1/10/2004,2135,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.55215733,59615.85192,15.37647083,47.632,0,0,13.43,< 5%,24-Feb-20,16-Dec-20,296,ES1249,47.63,986,0,2462,Yes
P427,6/21/2004,X3300,intest_biomes,adoptions,P,M,2/28/2004,114,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.11,NA,NA,NA,NA,NA,NA,2,2,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
P436,6/29/2004,X3322,intest_biomes,adoptions,P,M,4/15/2004,75,sampled_as_juvenile,NA,NA,mixed,NA,NA,adoption,mum_alive,-1,surrogate_mum1_alive,-0.33,NA,NA,5/16/2004,NA,2,2,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
P438,11/26/2017,B9813,intest_biomes,extreme_ranks,P,F,6/3/2004,4924,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,NA,2,11,wet,25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17.42396487,46907.6239,22.53360618,27.895,0,0,3.505,< 5%,24-Feb-20,16-Dec-20,296,ES2833,27.9,1533,5,NA,Yes
P450,1/5/2018,C52,intest_biomes,extreme_ranks,P,F,4/19/2005,4644,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,2,1,wet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.28163556,108226.4024,20.27796274,31.82,0,0,2.078,5 - 10%,24-Feb-20,16-Dec-20,296,ES2867,31.82,1058,2,NA,Yes
P474,9/12/2016,B8175,intest_biomes,adoptions,P,F,1/6/2006,3902,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2,2,9,dry,1425,0,0,0,0,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32.62074394,95634.53526,35.95013432,21.941,0,0,5.834,< 5%,22-Jan-21,27-Jan-21,5,ES2423,21.94,1278,4,4843,Yes
P474,1/16/2017,B8825,intest_biomes,adoptions,P,F,1/6/2006,4028,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,2,1,wet,7075,200,1,225,1,6650,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,66.15487779,68013.76914,21.12906216,35.125,0,0,6.056,< 5%,24-Feb-20,16-Dec-20,296,ES2561,35.13,1278,4,4843,Yes
P489,9/21/2007,X6464,intest_biomes,social_dyn,P,F,6/16/2006,462,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.93,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,1,3432,Yes
P489,7/14/2009,X8435,intest_biomes,social_dyn,P,F,6/16/2006,1124,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,2,2,7,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,1,3432,Yes
P516,10/25/2007,X6587,intest_biomes,twins,P,F,7/30/2007,87,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,-0.45,NA,NA,NA,NA,NA,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,0,1440,Yes
P518,11/29/2007,X6757,intest_biomes,social_dyn,P,F,8/3/2007,118,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,1,NA,NA,NA,NA,NA,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.7797711,3745785.877,11342.2022,383.873,6.84114,1,10.502,< 5%,16-Apr-20,23-Mar-21,341,ES898,383.87,1132,3,4193,Yes
P518,1/5/2018,C47,intest_biomes,extreme_ranks,P,F,8/3/2007,3808,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,wet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.93299497,72513.60757,135.4064288,161.904,0,0,17.87,< 5%,24-Feb-20,16-Dec-20,296,ES2866,161.9,1132,3,4193,Yes
P529,2/18/2008,X6867,intest_biomes,social_dyn,P,F,10/18/2007,123,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.24,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.9275807,5199582.942,4602.381361,473.317,0,0,7.086,5 - 10%,16-Apr-20,23-Mar-21,341,ES921,473.32,1241,3,NA,Yes
P529,9/1/2015,B6994,intest_biomes,social_dyn,P,F,10/18/2007,2875,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,2,2,9,dry,1600,0,0,0,0,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53.52774468,164208.6278,321.7704307,43.407,0,0,5.767,< 5%,16-Apr-20,17-Dec-20,245,ES2182,43.41,1241,3,NA,Yes
P557,10/21/2009,X8699,intest_biomes,adoptions,P,F,6/20/2009,123,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.6,NA,NA,NA,NA,NA,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.021273,236924.8797,1665.544958,44.13,0,0,20.992,< 5%,24-Feb-20,22-Mar-21,392,ES1226,97.06,NA,NA,634,No
P559,10/20/2009,X8691,intest_biomes,adoptions,P,F,6/25/2009,117,sampled_as_juvenile,twin,NA,FF,NA,NA,no_adoption,mum_alive,-1,NA,NA,NA,NA,NA,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.81654718,352924.5341,423.9538104,19.713,0,0,11.787,5 - 10%,24-Feb-20,22-Mar-21,392,ES1223,19.71,NA,NA,436,No
P559,11/7/2009,X8749,intest_biomes,adoptions,P,F,6/25/2009,135,sampled_as_juvenile,twin,NA,FF,NA,NA,no_adoption,mum_alive,-1,NA,NA,NA,NA,NA,NA,3,3,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.19642653,38986.63083,15.37397209,17.89,0,0,1.442,5 - 10%,24-Feb-20,16-Dec-20,296,ES1242,17.89,NA,NA,436,No
P559,11/14/2009,X8766,intest_biomes,social_dyn,P,F,6/25/2009,142,sampled_as_juvenile,twin,NA,FF,NA,NA,no_adoption,mum_alive,-1,NA,NA,NA,NA,NA,NA,1,1,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.6253513,201916.0027,109.1109682,17.665,0,0,9.984,< 5%,16-Apr-20,16-Dec-20,244,ES1248,17.67,NA,NA,436,No
P561,10/20/2009,X8687,intest_biomes,adoptions,P,F,6/25/2009,117,sampled_as_juvenile,twin,NA,FF,NA,NA,adoption,mum_alive,-1,surrogate_mum1_alive,0.54,NA,NA,8/10/2009,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.99594191,279424.136,995.0574963,25.832,0,0,9.314,5 - 10%,24-Feb-20,9-Feb-21,351,ES1222,25.83,NA,NA,157,No
P563,9/30/2009,X8572,intest_biomes,twins,P,M,7/9/2009,83,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.45,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.11230005,455215.4673,760.7115406,15.574,0,0,2.109,< 5%,16-Apr-20,16-Dec-20,244,ES1192,15.57,NA,NA,NA,No
P564,9/23/2009,X8549,intest_biomes,twins,P,F,7/9/2009,76,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.45,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.2368164,1145731.457,1468.478932,57.366,0,0,5.849,< 5%,16-Apr-20,16-Dec-20,244,ES1184,57.37,NA,NA,441,No
P566,11/10/2009,X8760,intest_biomes,adoptions,P,F,7/7/2009,126,sampled_as_juvenile,singlt,NA,NA,NA,NA,joint_raising,mum_alive,-0.06,surrogate_mum1_alive,-0.11,NA,NA,10/31/2009,NA,3,3,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.29019887,1233859.586,58.81012329,87.175,0,0,7.313,< 5%,24-Feb-20,16-Dec-20,296,ES1245,87.18,1314,1,2496,Yes
P587,7/5/2010,B425,intest_biomes,twins,P,F,3/21/2010,106,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.12,NA,NA,NA,NA,NA,NA,2,2,7,dry,5975,5200,1,550,1,25,1,0,0,50,1,0,0,150,1,0,0,0,0,5,5,402.6287896,269486.0269,294.9080969,79.5,0,0,9.446,< 5%,7-Oct-17,30-Sep-20,1089,ES1359,NA,NA,NA,612,No
P589,3/28/2011,B2287,intest_biomes,social_dyn_twins,P,F,3/27/2010,366,sampled_as_juvenile,twin,twin_sub,mixed,7/5/2010,8/31/2010,no_adoption,mum_alive,0.69,NA,NA,NA,NA,NA,NA,1,1,3,wet,100,75,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,34.89976918,8145.014654,29.83799216,12.752,0,0,8.867,< 5%,10-Jul-17,15-Dec-20,1254,ES1584,12.75,1496,0,NA,Yes
P589,11/14/2014,B6359,intest_biomes,social_dyn,P,F,3/27/2010,1693,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,2,2,11,wet,750,0,0,0,0,750,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35.80083822,313604.2942,27.84660532,25.576,0,0,19.161,< 5%,22-Jan-21,27-Jan-21,5,ES1944,25.07,1496,0,NA,Yes
P590,3/28/2011,B2293,intest_biomes,twins,P,M,3/27/2010,366,sampled_as_juvenile,twin,twin_dom,mixed,7/5/2010,8/31/2010,no_adoption,mum_alive,0.69,NA,NA,NA,NA,NA,NA,1,1,3,wet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.17800609,10448.17488,15.2430753,17.855,0,0,8.439,< 5%,10-Jul-17,15-Dec-20,1254,ES1585,17.86,NA,NA,NA,Yes
P591,7/5/2010,B433,intest_biomes,twins,P,M,3/21/2010,106,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.12,NA,NA,NA,NA,NA,NA,2,2,7,dry,4500,4450,1,25,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,3,3,303.0396282,9905643.86,39732.54246,84.79,2.343522,1,11.21,< 5%,16-Apr-20,16-Dec-20,244,ES1360,84.79,NA,NA,NA,No
P607,2/22/2011,B1892,intest_biomes,social_dyn_twins,P,F,8/30/2010,176,sampled_as_juvenile,twin,twin_dom,mixed,10/7/2010,NA,no_adoption,mum_alive,0.94,NA,NA,NA,NA,NA,NA,1,1,2,wet,2525,2525,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,94.43104835,16758.43608,396.6897456,39.194,0,0,2.637,< 5%,10-Jul-17,15-Dec-20,1254,ES1533,39.19,1132,1,NA,Yes
P608,2/22/2011,B1885,intest_biomes,twins,P,M,8/30/2010,176,sampled_as_juvenile,twin,twin_sub,mixed,10/7/2010,NA,no_adoption,mum_alive,0.94,NA,NA,NA,NA,NA,NA,1,1,2,wet,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,160.925459,31698.75906,691.7564454,17.445,0,0,3.005,< 5%,10-Jul-17,15-Dec-20,1254,ES1532,17.45,NA,NA,NA,Yes
P616,7/4/2012,B3242,intest_biomes,adoptions,P,F,9/20/2010,653,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,-0.16,NA,NA,NA,NA,NA,NA,2,2,7,dry,15225,200,1,200,1,14800,1,0,0,0,0,0,0,0,0,0,0,25,1,4,3,73.66295,27725.52531,6.689320029,33.52,0,0,19.06,< 5%,8-Feb-21,9-Feb-21,1,ES1749,33.52,1716,1,2187,Yes
P617,3/17/2011,B2250,intest_biomes,twins,P,M,12/15/2010,92,sampled_as_juvenile,twin,twin_dom,MM,NA,NA,no_adoption,mum_alive,-0.03,NA,NA,NA,NA,NA,NA,2,2,3,wet,25,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,1,1,123.3163803,38223.24015,72.264835,24.505,0,0,3.266,< 5%,10-Jul-17,15-Dec-20,1254,ES1560,24.51,NA,NA,NA,No
P618,3/16/2011,B2198,intest_biomes,twins,P,M,12/15/2010,91,sampled_as_juvenile,twin,twin_sub,MM,NA,NA,no_adoption,mum_alive,-0.03,NA,NA,NA,NA,NA,NA,2,2,3,wet,3000,25,1,2925,1,0,0,0,0,0,0,0,0,0,0,50,1,0,0,3,3,110.2925378,389411.3812,285.9300822,22.95,0,0,5.923,< 5%,22-Jan-21,28-Jan-21,6,ES1558,22.95,NA,NA,NA,No
